player_id,team_id,player_name,position,club_team,market_value_eur,caps,date_of_birth,height_cm,goals
319,13,Weston McKennie,MID,Borussia Mönchengladbach,4000000,39,2002-11-13,187,10
320,13,Giovanni Reyna,MID,Juventus FC,12613979,67,1998-08-28,180,12
321,13,Christian Pulisic,FWD,PSV Eindhoven,30000000,38,2003-01-09,185,13
322,13,Folarin Balogun,FWD,AC Milan,40000000,87,1998-09-18,177,33
323,13,Ricardo Pepi,FWD,Leeds United FC,22000000,58,2000-10-22,177,9
324,13,Max Arfsten,DEF,FC Cincinnatti,3500000,40,1997-03-14,187,3
325,13,Timothy Michael Ream,DEF,Charlotte FC,150000,83,1987-10-05,186,1
326,13,Brenden Aaronson,MID,Vancouver Whitecaps FC,8000000,14,2001-05-10,175,1
327,13,Malik Tillman,MID,Seattle Sounders FC,3500000,47,1995-06-03,173,0
328,13,Alexander Michael Freeman,DEF,Villarreal CF,3500000,18,2004-08-09,188,2
329,13,Cristian Roldan,MID,Bayer 04 Leverkusen,30000000,31,2002-05-28,187,3
330,13,Maximilian Michael Arfsten,DEF,Columbus Crew,5000000,20,2001-04-19,185,1
331,13,Timothy Weah,FWD,Coventry City FC,16000000,20,1998-03-27,191,7
332,13,Haji Wright,FWD,AS Monaco,40000000,28,2001-07-03,179,11
333,13,Timothy Tarpeh Weah,FWD,Olympique Marseille,20000000,52,2000-02-22,183,7
334,13,Mc,DEF,Toulouse FC,20375657,29,1999-02-25,186,0
335,13,Joseph Michael Scally,DEF,Borussia Mönchengladbach,7000000,26,2002-12-31,184,0
336,13,Matt Freese,GK,New York City FC,2000000,16,1998-09-02,198,0
337,13,Chris Brady,GK,Chicago Fire FC,2500000,1,2004-03-03,193,0
338,13,Alejandro Zendejas,FWD,Club América,7172409,14,1998-02-07,167,2
339,14,Gatito Fernández,GK,Cerro Porteño,2877652,30,1988-03-29,191,0
340,14,Gustavo Gómez,DEF,Cerro Porteño,4446693,14,1991-04-17,189,1
341,14,Omar Alderete,DEF,Sunderland AFC,5552187,37,1996-12-26,190,3
342,14,Fabián Balbuena,DEF,FC Dynamo Moscow,5000000,18,2000-06-01,187,0
343,14,Júnior Alonso,DEF,Grêmio FBPA,3158476,47,1991-08-23,188,2
344,14,Gustavo Velázquez,DEF,Atlético Mineiro,4302887,72,1993-02-09,184,3
345,14,Julio Enciso,MID,SE Palmeiras,6694280,30,1999-08-31,178,1
346,14,Diego Gómez,MID,Brighton & Hove Albion FC,5416942,25,2003-03-27,183,3
347,14,Miguel Almirón,FWD,US Cremonese,4145033,49,1996-03-04,180,7
348,14,Andrés Cubas,MID,Atlanta United FC,7309787,77,1994-02-10,178,10
349,14,Braian Ojeda,MID,SE Palmeiras,4506196,4,2001-06-22,175,1
350,14,Orlando Gill,GK,CA San Lorenzo,7417578,7,2000-06-11,190,0
351,14,José Canale,DEF,CA Lanús,7223563,2,1996-07-20,192,0
352,14,Damián Bobadilla,MID,Vancouver Whitecaps FC,4500000,34,1996-05-11,166,0
353,14,Gustavo Raul Gomez,DEF,SE Palmeiras,2612757,90,1993-05-06,179,4
354,14,Alejandro Romero Gamarra,MID,São Paulo FC,3318143,20,2001-07-11,180,1
355,14,Antonio Sanabria,FWD,Al Ain FC,3500000,35,1995-01-11,165,6
356,14,Ramón Sosa,FWD,CS Independiente Rivadavia,5962068,16,1995-06-16,188,1
357,14,Alex Arce,FWD,RC Strasbourg,3137207,33,2004-01-23,168,4
358,14,Braian Oscar Ojeda,MID,Orlando City SC,6658672,17,2000-06-27,173,0
359,14,Gabriel Ávalos,FWD,CA Independiente,2585416,23,1991-07-09,185,2
360,14,Gastón Olveira,GK,Club Olimpia,7598750,1,1993-04-21,191,0
361,14,Matias Galarza,MID,Atlanta United FC,7556755,15,2002-02-11,175,3
362,14,Gustavo Ruben Caballero,MID,Portsmouth FC,6673780,2,2001-09-21,189,1
363,14,Isidro Pitta,FWD,Red Bull Bragantino,6753451,5,1999-08-14,185,0
364,14,Alexandro Maidana,DEF,CA Talleres,6775453,2,2005-07-26,173,1
365,15,Mathew Ryan,GK,Levante UD,1800000,104,1992-04-08,184,0
366,15,Harry Souttar,DEF,APOEL FC,450000,57,1994-04-28,187,1
367,15,Milos Degenek,DEF,Parma,12000000,14,2003-10-10,191,1
368,15,Jordan Bos,DEF,Grazer AK,600000,6,2001-07-30,177,0
369,15,Alessandro Circati,DEF,Feyenoord Rotterdam,12000000,28,2002-10-29,180,4
370,15,Cameron Burgess,DEF,Albirex Niigata,350000,15,1993-05-10,181,0
371,15,Mathew Leckie,FWD,Melbourne City FC,300000,81,1991-02-04,181,14
372,15,Jackson Irvine,MID,FC St. Pauli,1500000,37,1999-11-05,183,2
373,15,Tete Yengi,FWD,Norwich City FC,4015299,11,2004-03-26,186,2
374,15,Ajdin Hrustic,FWD,SC Heracles Almelo,600000,37,1996-07-05,180,3
375,15,Awer Bul Mabil,FWD,CD Castellón,1300000,38,1995-09-15,178,10
376,15,Paul Izzo,GK,Randers FC,500000,4,1995-01-06,184,0
377,15,Connor Metcalfe,MID,New York City FC,6273594,32,1998-07-04,180,0
378,15,Awer Mabil,MID,Heart Of Midlothian FC,2000000,5,1998-06-07,170,0
379,15,Kai Trewin,DEF,New York City FC,1800000,6,2001-05-18,183,0
380,15,Aziz Behich,DEF,Melbourne City FC,250000,85,1990-12-16,170,3
381,15,Nestory Irankunda,FWD,Watford FC,8000000,16,2006-02-09,165,6
382,15,Patrick Beach,GK,Melbourne City FC,1000000,3,2003-08-06,189,0
383,15,Harry James Souttar,DEF,Leicester City FC,6000000,39,1998-10-22,198,11
384,15,Cristian Volpato,FWD,US Sassuolo,10000000,1,2003-11-15,187,0
385,15,Cameron Robert Burgess,DEF,Swansea City AFC,1500000,28,1995-10-21,194,0
386,15,Aiden O'Neill,MID,FC St. Pauli,1000000,83,1993-03-07,189,14
387,15,Nishan Matthew Velupillay,FWD,Melbourne Victory FC,650000,8,2001-05-07,181,3
388,15,Cameron Devlin,MID,Sydney FC,1200000,7,2005-01-24,185,0
389,15,Lucas Herrington,DEF,Colorado Rapids,4500000,4,2007-09-05,193,0
390,15,Tete Owen Yengi,FWD,FC Machida Zelvia,450000,2,2000-11-28,197,1
391,16,Uğurcan Çakır,GK,Fenerbahçe SK,500000,37,1989-03-01,196,0
392,16,Zeki Çelik,DEF,AS Roma,14000000,62,1997-02-17,180,3
393,16,Ferdi Kadıoğlu,DEF,Al Ahli FC,12000000,64,1998-03-05,190,6
394,16,Çağlar Söyüncü,DEF,Fenerbahçe SK,14812148,60,1996-05-23,185,2
395,16,Hakan Çalhanoğlu,MID,Borussia Dortmund,3500000,31,1998-01-11,182,1
396,16,Arda Güler,MID,Be ş ikta ş  JK,25000000,51,2000-12-29,175,4
397,16,Kenan Yıldız,FWD,Fenerbahçe SK,20000000,53,1998-10-21,172,15
398,16,Kerem Aktürkoğlu,FWD,Real Madrid C. F.,90000000,31,2005-02-25,175,6
399,16,Barış Alper Yılmaz,FWD,FC Porto,5000000,9,2004-07-02,192,2
400,16,Orkun Kökçü,MID,FC Internazionale Milano,16000000,107,1994-02-08,178,22
401,16,Yunus Akgün,FWD,Juventus FC,75000000,29,2005-05-04,187,5
402,16,Mert Günok,GK,Manchester United FC,5000000,12,1998-04-14,198,0
403,16,Ozan Kabak,DEF,Galatasaray SK,5000000,23,2000-07-07,181,0
404,16,Mert Müldür,DEF,Galatasaray SK,4748975,28,1994-09-07,185,2
405,16,Ozan Muhammed Kabak,DEF,TSG Hoffenheim,15000000,30,2000-03-25,187,2
406,16,Salih Özcan,MID,Fenerbahçe SK,8513692,33,1999-01-26,183,1
407,16,Oğuz Aydın,FWD,Kasımpa ş a SK,11191281,47,1995-07-15,180,6
408,16,Mert Muldur,DEF,Fenerbahçe SK,7000000,46,1999-04-03,184,3
409,16,Deniz Gül,FWD,Galatasaray SK,18000000,20,2000-07-07,173,4
410,16,Ferdi Erenay Kadioglu,DEF,Brighton & Hove Albion FC,35000000,31,1999-10-07,174,2
411,16,Barı ş Alper Yilmaz,FWD,Galatasaray SK,6205279,36,2000-05-23,186,4
412,16,İsmail Yüksek,MID,Galatasaray SK,1500000,73,1994-11-10,185,5
413,16,Altay Bayındır,GK,Galatasaray SK,15000000,40,1996-04-05,191,0
414,16,Oguz Aydin,FWD,Fenerbahçe SK,7000000,11,2000-10-27,183,0
415,16,Samet Akaydin,DEF,Çaykur Rizespor,1200000,19,1994-03-13,190,1
416,16,Can Yılmaz Uzun,FWD,Eintracht Frankfurt,45000000,6,2005-11-11,186,1
417,17,Manuel Neuer,GK,FC Bayern München,4000000,125,1986-03-27,193,0
418,17,Antonio Rüdiger,DEF,Real Madrid C. F.,16677344,83,1993-03-03,190,3
419,17,Jonathan Tah,DEF,Borussia Dortmund,18000000,14,1996-07-20,189,0
420,17,Nico Schlotterbeck,DEF,FC Bayern München,28000000,48,1996-02-11,195,1
421,17,Joshua Kimmich,MID,FC Bayern München,90000000,12,2004-05-03,188,1
422,17,Waldemar Anton,DEF,FC Bayern München,35000000,111,1995-02-08,177,10
423,17,Kai Lukas Havertz,FWD,Arsenal FC,55000000,59,1999-06-11,190,24
424,17,Aleksandar Pavlović,MID,FC Bayern München,12000000,71,1995-02-06,189,15
425,17,Leon Goretzka,MID,VfB Stuttgart,40000000,5,2001-02-26,185,1
426,17,Jamal Musiala,MID,FC Bayern München,100000000,43,2003-02-26,180,10
427,17,Florian Wirtz,FWD,Newcastle United FC,55000000,11,2002-02-14,198,4
428,17,Alexander Nübel,GK,TSG Hoffenheim,2500000,13,1990-06-02,187,0
429,17,Angelo Stiller,MID,Brighton & Hove Albion FC,23591065,18,1991-06-15,181,1
430,17,Kai Havertz,FWD,Borussia Dortmund,40000000,9,2002-10-17,185,0
431,17,Nathaniel Brown,DEF,Borussia Dortmund,55000000,28,1999-12-01,191,1
432,17,Pascal Groß,MID,VfB Stuttgart,45000000,8,2001-04-04,183,0
433,17,Felix Nmecha,MID,Liverpool FC,100000000,42,2003-05-03,176,11
434,17,Nathaniel Christopher Brown,DEF,Eintracht Frankfurt,40000000,6,2003-06-16,176,1
435,17,Leroy Aziz Sane,MID,Galatasaray SK,20000000,77,1996-01-11,183,17
436,17,Nadiem Amiri,MID,1. FSV Mainz 05,17000000,11,1996-10-27,178,1
437,17,Alexander Nuebel,GK,VfB Stuttgart,21973220,3,1996-09-30,193,0
438,17,David Raum,DEF,RB Leipzig,25000000,38,1998-04-22,180,1
439,17,Felix Kalu Nmecha,MID,Borussia Dortmund,50000000,9,2000-10-10,190,2
440,17,Malick Thiaw,DEF,Newcastle United FC,45000000,5,2001-08-08,194,0
441,17,Forzan Assan Ouedraogo,MID,RB Leipzig,28000000,1,2006-05-09,191,1
442,17,Nick Woltemade,FWD,VfB Stuttgart,22000000,10,1996-07-19,179,7
443,18,Eloy Room,GK,Miami FC,200000,73,1989-02-06,190,0
444,18,Joshua Brenet,DEF,Sparta Rotterdam,1300000,8,2001-08-19,174,0
445,18,Riechedly Bazoer,DEF,Abha Club,450000,60,1993-12-23,183,1
446,18,Armando Obispo,DEF,RKC Waalwijk,375000,28,1998-06-09,186,1
447,18,Shurandy Sambo,DEF,PEC Zwolle,800000,28,1998-08-23,181,0
448,18,Leandro Bacuna,MID,RKC Waalwijk,400000,29,1999-08-19,178,1
449,18,Juninho Bacuna,MID,FC Volendam,1700000,51,1997-08-07,178,14
450,18,Godfried Roemeratoe,MID,FC Zürich,500000,21,2004-02-03,185,3
451,18,Tahith Chong,FWD,Miami FC,1800000,14,1993-11-07,193,1
452,18,Livano Comenencia,MID,I ğ dır FK,900000,73,1991-08-21,180,16
453,18,Gervane Kastaneer,FWD,AE Kifisia FC,800000,28,2002-03-29,164,4
454,18,Jürgen Locadia,FWD,Middlesbrough FC,2705885,7,2002-05-18,176,1
455,18,Jearl Margaritha,FWD,SC Telstar,750000,7,2002-09-11,182,1
456,18,Kenji Gorré,FWD,Maccabi Haifa FC,800000,38,1994-09-29,174,6
457,18,Tyrese Noslin,MID,Rotherham United FC,4611989,9,2003-09-04,180,2
458,18,Sontje Hansen,FWD,SK Beveren,1500000,23,2000-04-10,181,5
459,18,Brandley Kuwas,FWD,FC Volendam,250000,36,1992-09-19,181,2
460,18,Juriën Gaari,DEF,PSV Eindhoven,4000000,7,1999-03-05,185,0
461,18,Gervane Zjandric Adonnis Kastaneer,FWD,Terengganu FC,200000,30,1996-06-09,189,9
462,18,Roshon van Eijma,DEF,Kayserispor,1000000,18,1994-03-20,181,2
463,18,Kevin Felida,MID,Shefield United FC,6000000,7,1999-12-04,185,3
464,18,Kevin Antonio Felida,MID,FC Den Bosch,350000,19,1999-11-11,174,1
465,18,Sherel Floranus,DEF,Konyaspor,1500000,6,1996-10-12,184,0
466,18,Deveron Lenny Fonville,DEF,NEC Nijmegen,1500000,3,2003-05-16,188,0
467,18,Tyrick Bodak,GK,SC Telstar,25000,4,2002-05-15,190,0
468,18,Trevor Irving Doornbusch,GK,VVV Venlo,5650213,8,1999-07-06,188,0
469,19,Alban Lafont,GK,Çaykur Rizespor,5000000,37,2000-08-21,194,0
470,19,Wilfried Singo,DEF,Sporting CP,42000000,16,2003-12-04,190,1
471,19,Evan Ndicka,DEF,Gil Vicente FC,3000000,55,1995-12-27,176,0
472,19,Franck Kessié,MID,NK Maribor,1500000,65,1991-07-19,168,4
473,19,Odilon Kossounou,DEF,Galatasaray SK,23000000,36,2000-12-25,182,1
474,19,Ibrahim Sangaré,MID,FC Porto,8000000,33,1995-05-07,185,7
475,19,Ghislain Konan,DEF,Atalanta Bergamo,10688600,37,2001-01-04,191,0
476,19,Seko Fofana,MID,Al Ahli FC,12000000,105,1996-12-19,183,15
477,19,Nicolas Pépé,FWD,FC Internazionale Milano,35000000,2,2003-10-25,189,0
478,19,Evann Guessand,FWD,AS Monaco,22000000,29,2002-01-01,175,5
479,19,Ange-Yoan Bonny,FWD,RB Leipzig,90000000,11,2006-11-14,180,3
480,19,Elye Wahi,FWD,OGC Nice,5936106,3,2003-01-02,181,0
481,19,Guela Doué,DEF,Ba ş ak ş ehir FK,4000000,12,1997-04-29,183,0
482,19,Yan Diomande,FWD,Cercle Brugge,5000000,29,2003-12-20,182,6
483,19,Amad Diallo,FWD,Manchester United FC,45000000,20,2002-07-11,173,7
484,19,Mohamed Koné,GK,Sporting Charleroi,2000000,0,2002-03-07,186,0
485,19,Emmanuel Agbadou,DEF,RC Strasbourg,20000000,21,2002-10-17,187,3
486,19,Jean Michaël Seri,MID,Nottingham Forest FC,20000000,56,1997-12-02,191,11
487,19,Nicolas Pepe,FWD,Villarreal CF,6000000,57,1995-05-29,183,12
488,19,Ousmane Diomande,DEF,Be ş ikta ş  JK,3641636,22,1997-06-17,185,2
489,19,Obite Evan Ndicka,DEF,AS Roma,35000000,29,1999-08-20,192,0
490,19,Evann Ludovic Vidjannagni Guessand,FWD,Crystal Palace FC,25000000,21,2001-07-01,188,4
491,19,Alban-Marc Lafont,GK,Panathinaikos FC,3000000,4,1999-01-23,196,0
492,19,Bazoumana Toure,FWD,TSG Hoffenheim,40000000,7,2006-03-02,178,2
493,19,Christ Inao Oulaï,MID,Sporting Charleroi,5000000,5,2001-02-22,165,0
494,19,Christ Ravynel Inao Oulai,MID,Trabzonspor,23000000,10,2006-04-06,173,0
495,20,Hernán Galíndez,GK,CA Huracán,300000,36,1987-03-30,189,0
496,20,Piero Hincapié,DEF,SC Internacional,13319015,49,1997-01-11,187,5
497,20,Willian Pacho,DEF,Arsenal FC,7459595,53,2002-01-09,183,2
498,20,Félix Torres,DEF,Club Brugge,10213280,18,2004-04-21,188,0
499,20,Moisés Caicedo,MID,Independiente Del Valle,5599619,11,1999-08-05,168,1
500,20,Joel Ordóñez,DEF,Paris Saint-Germain,14162504,35,2001-10-16,188,2
501,20,Pervis Estupiñán,DEF,AC Milan,12184475,54,1998-01-21,175,5
502,20,Alan Franco,MID,Royal Antwerp FC,10507076,3,2003-07-21,173,1
503,20,Enner Valencia,FWD,Venezia FC,6316718,23,2000-06-23,170,3
504,20,Jordy Alcívar,MID,CA River Plate,9973651,26,2007-05-04,178,2
505,20,Kendry Páez,FWD,Royale Union Saint-Gilloise,6049189,32,2000-03-04,190,2
506,20,Moisés Ramírez,GK,AE Kifisia FC,13662114,7,2000-09-09,185,0
507,20,Gonzalo Plata,FWD,CF Pachuca,10214695,106,1989-11-04,177,49
508,20,Denil Castillo,MID,Atlético Mineiro,10962005,21,2003-05-14,174,2
509,20,Pedro Vite,MID,Pumas UNAM,13002779,18,2002-03-09,172,1
510,20,Kevin Rodríguez,FWD,CA Huracán,12750109,20,1997-11-18,186,4
511,20,Ángelo Preciado,DEF,Atlético Mineiro,5533861,57,1998-02-18,174,0
512,20,Anthony Valencia,MID,FC Midtjylland,4413076,5,2004-03-24,189,0
513,20,John Yeboah,FWD,CR Flamengo,4381410,51,2000-11-01,178,8
514,20,Nilson Angulo,FWD,Sunderland AFC,8661312,15,2003-06-19,184,2
515,20,Alan Steven Franco,MID,Atlético Mineiro,6237924,59,1998-08-21,175,1
516,20,Gonzalo Valle,GK,LDU Quito,14382507,4,1996-02-28,186,0
517,20,Moisés Isaac Caicedo,MID,Chelsea FC,14347943,62,2001-11-02,178,3
518,20,Jeremy Alberto Arevalo,FWD,VfB Stuttgart,15938236,4,2005-03-19,182,0
519,20,Jackson Porozo,DEF,Club Tijuana,11733933,10,2000-08-04,192,1
520,20,Yaimar Medina,DEF,KRC Genk,16480262,6,2004-11-05,173,0
521,21,Mark Flekken,GK,Brighton & Hove Albion FC,40000000,30,2002-08-18,193,0
522,21,Denzel Dumfries,DEF,Sunderland AFC,20000000,21,2000-07-18,185,0
523,21,Tijjani Reijnders,MID,Atalanta Bergamo,3200000,43,1991-03-29,186,1
524,21,Virgil Van Dijk,DEF,Liverpool FC,15000000,93,1991-07-08,195,13
525,21,Nathan Aké,DEF,Manchester City FC,12000000,60,1995-02-18,180,5
526,21,Jan Paul van Hecke,DEF,Brighton & Hove Albion FC,40926235,13,2000-06-08,189,0
527,21,Ryan Gravenberch,MID,AFC Bournemouth,25000000,12,1999-05-05,173,0
528,21,Mats Wieffer,MID,Liverpool FC,80000000,28,2002-05-16,190,1
529,21,Cody Gakpo,FWD,AFC Ajax,2000000,52,1992-08-07,197,14
530,21,Justin Kluivert,FWD,SC Corinthians,7000000,110,1994-02-13,178,55
531,21,Cody Mathès Gakpo,FWD,Liverpool FC,60000000,51,1999-05-07,193,21
532,21,Lutsharel Geertruida,DEF,Brighton & Hove Albion FC,25000000,15,1999-11-16,189,1
533,21,Robin Roefs,GK,Sunderland AFC,28000000,1,2003-01-17,193,0
534,21,Marten de Roon,MID,Manchester City FC,50000000,33,1998-07-29,178,7
535,21,Jorrel Hato,DEF,Tottenham Hotspur FC,50000000,22,2001-04-19,193,1
536,21,Guus Berend Til,MID,PSV Eindhoven,15000000,7,1997-12-22,188,1
537,21,Noa Lang,FWD,Galatasaray SK,22000000,15,1999-06-17,176,3
538,21,Crysencio Summerville,FWD,AS Roma,45000000,54,1999-01-19,178,13
539,21,Brian Ebenezer Adjei Brobbey,FWD,Sunderland AFC,30000000,13,2002-02-01,181,1
540,21,Teun Koopmeiners,MID,Juventus FC,29091311,29,1998-02-28,185,3
541,21,Frenkie De Jong,MID,FC Barcelona,35000000,67,1997-05-12,181,2
542,21,Denzel Justus Morris Dumfries,DEF,FC Internazionale Milano,25000000,73,1996-04-18,188,11
543,21,Mark Maria Hubertus Flekken,GK,Bayer 04 Leverkusen,6000000,12,1993-06-13,195,0
544,21,Crysencio Jilbert Sylverio Cir Summerville,FWD,West Ham United FC,35000000,3,2001-10-30,172,1
545,21,Jorrel Evan Hato,DEF,Chelsea FC,40000000,8,2006-03-07,182,0
546,21,Quinten Ryan Crispito Timber,MID,Olympique Marseille,25000000,12,2001-06-17,176,1
547,22,Zion Suzuki,GK,Parma,20000000,26,2002-08-21,190,0
548,22,Ko Itakura,DEF,SV Werder Bremen,5500000,23,2000-06-28,179,2
549,22,Yukinari Sugawara,DEF,Sint-Truiden VV,750000,40,1991-07-15,185,1
550,22,Shogo Taniguchi,DEF,AFC Ajax,8000000,41,1997-01-27,188,3
551,22,Yuto Nagatomo,DEF,FC Tokyo,100000,145,1986-09-12,170,4
552,22,Yuya Osako,FWD,Borussia Mönchengladbach,4000000,14,1999-09-30,185,5
553,22,Ao Tanaka,MID,Leeds United FC,13000000,38,1998-09-10,180,8
554,22,Takefusa Kubo,MID,Real Sociedad,20000000,50,2001-06-04,173,7
555,22,Shuto Machino,FWD,Sint-Truiden VV,10000000,4,2005-06-03,191,0
556,22,Ritsu Doan,MID,Eintracht Frankfurt,17000000,67,1998-06-16,172,11
557,22,Daizen Maeda,MID,Celtic FC,13000000,29,1997-10-20,173,5
558,22,Keisuke Osako,GK,Sanfrecce Hiroshima,2000000,11,1999-07-28,188,0
559,22,Keito Nakamura,MID,Stade Reims,10000000,27,2000-07-28,180,12
560,22,Junya Ito,MID,KRC Genk,3000000,70,1993-03-09,177,15
561,22,Daichi Kamada,MID,Crystal Palace FC,10000000,50,1996-08-05,180,13
562,22,Tsuyoshi Watanabe,DEF,Feyenoord Rotterdam,10000000,13,1997-02-05,184,0
563,22,Yuito Suzuki,MID,SC Freiburg,24000000,6,2001-10-25,175,0
564,22,Ayase Ueda,FWD,Feyenoord Rotterdam,17000000,41,1998-08-28,182,16
565,22,Koki Ogawa,FWD,NEC Nijmegen,2000000,16,1997-08-08,186,11
566,22,Ayumu Seko,DEF,Le Havre AC,5000000,14,2000-06-07,186,0
567,22,Hiroki Ito,DEF,FC Bayern München,18000000,26,1999-05-12,188,1
568,22,Takehiro Tomiyasu,DEF,AFC Ajax,5000000,44,1998-11-05,187,1
569,22,Tomoki Hayakawa,GK,Kashima Antlers,2000000,4,1999-03-03,187,0
570,22,Kaishu Sano,MID,1. FSV Mainz 05,40000000,15,2000-12-30,176,0
571,22,Junnosuke Suzuki,DEF,FC København,3500000,6,2003-07-12,180,0
572,22,Kento Shiogai,FWD,VfL Wolfsburg,8000000,3,2005-03-26,180,0
573,23,Jacob Widell Zetterström,GK,Derby County FC,2500000,3,1998-07-11,197,0
574,23,Victor Lindelöf,DEF,SC Braga,10000000,12,2000-04-10,193,2
575,23,Isak Hien,DEF,Aston Villa FC,7447445,77,1994-07-17,187,3
576,23,Gustaf Lagerbielke,DEF,Atalanta Bergamo,22000000,30,1999-01-13,191,0
577,23,Gabriel Gudmundsson,DEF,Leeds United FC,20000000,25,1999-04-29,181,0
578,23,Carl Starfelt,DEF,FC Dallas,1800000,3,1997-10-16,190,0
579,23,Lucas Bergvall,MID,Tottenham Hotspur FC,35000000,11,2006-02-02,187,0
580,23,Herman Johansson,DEF,Borussia Dortmund,22000000,14,2002-02-12,183,0
581,23,Viktor Gyökeres,FWD,Liverpool FC,85000000,59,1999-09-21,190,18
582,23,Mattias Svanberg,MID,Celtic FC,14000000,12,2001-07-08,187,3
583,23,Alexander Isak,FWD,Newcastle United FC,32000000,31,2002-04-27,178,6
584,23,Viktor Johansson,GK,Stoke City FC,12000000,12,1998-09-14,187,0
585,23,Daniel Svensson,MID,Pafos FC,800000,32,1993-09-30,180,5
586,23,Eric Smith,DEF,Burnley FC,5000000,13,1998-10-21,187,0
587,23,Carl Anders Theodor Starfelt,DEF,RC Celta Vigo,4500000,18,1995-06-01,185,0
588,23,Jesper Karlström,MID,Udinese,4000000,25,1995-06-21,182,0
589,23,Anthony Elanga,FWD,Arsenal FC,65000000,34,1998-06-04,189,21
590,23,Benjamin Nygren,MID,Brighton & Hove Albion FC,35000000,22,2003-10-06,172,5
591,23,Mattias Olof Svanberg,MID,VfL Wolfsburg,8000000,41,1999-01-05,186,3
592,23,Eric Anders Smith,DEF,FC St. Pauli,5000000,2,1997-01-08,192,0
593,23,Alexander Olof Bernhardsson,DEF,Holstein Kiel,3000000,12,1998-09-08,184,0
594,23,Besfort Zeneli,MID,Royale Union Saint-Gilloise,6000000,8,2002-11-21,187,0
595,23,Kristoffer Nordfeldt,GK,AIK Stockholm,175000,22,1989-06-23,190,0
596,23,Elliot Karl Stroud,DEF,Mjällby AIF,5000000,2,2002-06-22,185,0
597,23,Alexander Bernhardsson,FWD,Club Brugge,1800000,9,1997-05-23,197,4
598,23,Gustaf Nilsson,FWD,Malmö FF,1500000,2,1998-07-01,174,0
599,24,Mouhib Chamakh,GK,Club Africain,600000,4,2001-08-25,189,0
600,24,Montassar Talbi,DEF,OGC Nice,9019352,47,1993-12-20,177,7
601,24,Dylan Bronn,DEF,FC Lorient,8000000,65,1998-05-26,190,4
602,24,Ali Abdi,DEF,NK Maribor,600000,7,2001-12-20,188,1
603,24,Omar Rekik,DEF,Kasımpa ş a SK,4000000,2,2004-07-17,188,0
604,24,Adem Arous,DEF,Servette FC,600000,52,1995-06-19,186,2
605,24,Anis Ben Slimane,FWD,FC København,3000000,31,1999-02-10,187,5
606,24,Ismaël Gharbi,FWD,Hannover 96,3000000,16,1999-12-27,185,3
607,24,Hazem Mastouri,FWD,FC Dynamo Makhachkala,900000,19,1997-06-18,191,4
608,24,Ellyes Skhiri,MID,Burnley FC,15000000,46,2003-01-21,177,1
609,24,Hannibal Mejbri,MID,FC Augsburg,5000000,18,2004-04-10,180,2
610,24,Mohamed Belhadj Mahmoud,DEF,Kasımpa ş a SK,1500000,18,1994-07-02,188,0
611,24,Elias Achouri,MID,1. FC Union Berlin,2000000,4,1994-01-27,188,0
612,24,Rani Khedira,MID,Paris Saint-Germain,200000,4,2005-02-02,174,0
613,24,Mohamed Hadj Mahmoud,MID,FC Lugano,4322938,10,2000-04-24,179,0
614,24,Mortadha Ben Ouanes,GK,CS Sfaxien,800000,37,1997-01-28,188,0
615,24,Ellyes Joris Skhiri,MID,Eintracht Frankfurt,5000000,84,1995-05-10,185,4
616,24,Rayan Elloumi,FWD,Vancouver Whitecaps FC,800000,4,2007-09-17,180,0
617,24,Firas Chaouat,FWD,Club Africain,350000,31,1996-05-08,185,6
618,24,Yan Valery,DEF,BSC Young Boys,1500000,23,1999-02-22,181,0
619,24,Mohamed Amine Ben Hmida,DEF,Espérance De Tunisie,700000,14,1995-12-15,181,0
620,24,Sabri Ben Hessen,GK,Étoile Du Sahel,3941856,1,1996-06-13,189,0
621,24,Moutaz Neffati,DEF,IFK Norrköping FK,250000,5,2004-09-04,182,0
622,24,Raed Chikhaoui,DEF,US Monastir,150000,0,2004-06-09,191,0
623,24,Anis Slimane,MID,Norwich City FC,2680368,41,2001-03-16,188,4
624,24,Sebastian Tounekti,MID,Celtic FC,5000000,13,2002-07-13,182,1
625,25,Thibaut Courtois,GK,Real Madrid C. F.,15000000,110,1992-05-11,199,0
626,25,Zeno Debast,DEF,Sporting CP,28000000,26,2003-10-24,189,1
627,25,Maxim De Cuyper,DEF,Eintracht Frankfurt,35104832,33,2000-05-25,185,1
628,25,Arthur Theate,DEF,Club Brugge,2800000,10,1993-01-28,190,1
629,25,Thomas Meunier,DEF,Brighton & Hove Albion FC,10770288,20,2000-12-22,182,4
630,25,Youri Tielemans,MID,Girona FC,36911237,138,1989-01-12,186,12
631,25,Kevin De Bruyne,MID,SSC Napoli,8000000,120,1991-06-28,181,37
632,25,Amadou Onana,MID,Aston Villa FC,19479392,86,1997-05-07,176,13
633,25,Jeremy Doku,FWD,SSC Napoli,22000000,127,1993-05-13,190,90
634,25,Alexis Saelemaekers,FWD,Arsenal FC,18000000,52,1994-12-04,172,12
635,25,Jeremy Baffour Doku,FWD,Manchester City FC,75000000,44,2002-05-27,173,7
636,25,Senne Lammens,GK,Manchester United FC,35000000,2,2002-07-07,193,0
637,25,Mike Louis Penders,GK,RC Strasbourg,25000000,0,2005-07-31,200,0
